city,name,monday,tuesday,wednesday,thursday,friday,saturday,sunday,stars,state,address,is_open,latitude,longitude,wifi,drivethru,restaurantsdelivery,businessacceptscreditcards,restaurantsgoodforgroups,business_id,postal_code,review_count
Avon,Chick-fil-A,0:0-0:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-18:0,NA,4,IN,10791 E US Highway 36,1,39.7632093,-86.330632,u'free',True,True,True,True,wqpzxTiOwH4NKwr7Ruy9Kg,46123,68
Philadelphia,Dairy Queen,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,4.5,PA,1619 Grant Ave,1,40.0873884142,-75.0399255753,'free',True,None,True,True,UEGZ1nHUVb2ltGtd7C7X9w,19115,12
Meridian,Burger King,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,9:0-22:0,6:0-23:0,2.5,ID,300 E Fairview,1,43.6196958312,-116.3883942075,NA,NA,True,True,True,9bAYdUprc7jSNv_zY5C6cA,83642,14
Tampa,Chick-fil-A,NA,NA,NA,NA,NA,NA,NA,2.5,FL,"4001 Bessie Coleman Blvd, Terminal A",1,27.9763073,-82.5321383,NA,NA,False,True,NA,djIYnvFFlj4qFZX-yuUFFw,33607,19
Nashville,Krystal,6:0-0:0,6:0-0:0,6:0-0:0,6:0-5:59,6:0-5:59,6:0-5:59,6:0-0:0,2,TN,6490 Charlotte Pike,1,36.130274,-86.901739,NA,True,True,True,True,X7iA5ibtUvWIANTCakbUdA,37209,10
Tucson,In-N-Out Burger,0:0-0:0,10:30-18:0,10:30-18:0,10:30-23:0,0:0-23:0,10:30-18:0,10:30-18:0,4,AZ,7111 E Broadway Blvd,1,32.221767,-110.840375,u'no',True,False,True,True,oIA-gfxJAM0gjb0C39d24Q,85710,123
White House,Captain D's,0:0-0:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-18:0,10:30-21:0,10:30-21:0,3.5,TN,631 Tennessee Highway 76 East,1,36.469334839,-86.6732008383,u'no',NA,True,True,True,vTfcLvS7qG-3x7ILemNhTg,37188,8
Kennett Square,Taco Bell,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0,3,PA,743 W Cypress St,0,39.84303,-75.72896,u'no',True,True,True,True,xZrVLrxNd6TfRz8GTFbmRQ,19348,7
Sparks,Taco Bell,11:0-19:0,12:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,2,NV,1395 Big Fish Drive,1,39.5310149,-119.715874,'no',True,True,True,True,x73A12BrNcRTvctBZWpXyA,89431,57
Bridgeton,Jimmy John's,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,NA,NA,2.5,MO,13586 NW Industrial Dr,1,38.7755156,-90.4453487,u'no',True,True,True,NA,AJf_G2CKc1ZDC2NE4oj3rw,63044,7
Clearwater,Burger King,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,0:0-0:0,0:0-0:0,5:0-0:0,2,FL,2765 Gulf To Bay Blvd,1,27.9603003244,-82.7225741744,u'no',NA,True,True,True,TkIlHiDNcoMt2SL5sA9cCw,33759,22
Fishers,Taco Bell,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-2:0,7:0-2:0,7:0-1:0,3,IN,11425 Allisonville Road,1,39.955529,-86.040685,'free',True,True,True,True,PdT1l1LtQzVYERaYdmYYQQ,46038,25
Tucson,Nico's Taco Shop - Tucson,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:30,7:0-22:30,8:0-22:0,3.5,AZ,"3225 N Swan Rd, Ste 113",1,32.265934,-110.893719,'no',NA,True,True,True,PzncBMh2G3-EjmggfNxl2g,85712,49
Chalmette,Popeyes Louisiana Kitchen,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0,2,LA,8350 W Judge Perez Dr,1,29.952803,-89.978849,NA,NA,True,True,True,f9qCx8fvtSO4ZWdy-oNdsA,70043,12
Belleville,Subway,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-14:0,NA,2.5,IL,833 Siebert Rd,1,38.54763,-89.869452,NA,NA,True,True,True,dM8VFFJsOCe2gN9pNBij1w,62225,7
Indianapolis,QDOBA Mexican Eats,10:30-17:0,10:30-17:0,10:30-17:0,10:30-17:0,7:0-20:0,10:30-17:0,10:30-17:0,3.5,IN,"3528 W 86th St, Ste 131",1,39.9122633281,-86.221321663,u'no',False,True,True,True,_zhF5SmNrE3_LQ9CkJnJ9w,46268,32
Oldmans Township,Clara Burton Service Area,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,3,NJ,1 Clara Burton Ln,1,39.737,-75.4054,NA,NA,NA,NA,NA,XH2RHQZRcLd_-dj-hv_iVw,08067,5
Eagle,McDonald's,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-1:0,5:30-1:0,6:30-0:0,2,ID,178 S Eagle Rd,1,43.6932941,-116.3535944,u'free',True,True,True,True,GEKQqHL78Gkhy1juc7dDww,83616,30
Belleville,Jimmy John's,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,3,IL,"2524 Greenmount Commons Dr, Ste 100",1,38.5201939,-89.9255423,u'no',True,True,True,True,MKWMkB4WvjXNavIl9fFbpg,62221,19
Sahuarita,Carl's Jr,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-23:0,2.5,AZ,18700 S Nogales Hwy,1,31.910740938,-110.9808177,u'free',True,True,True,True,yw3v00y3vQBro8vP25Qebg,85614,18
Hermitage,Taco Bell,7:0-23:30,7:0-23:30,7:0-23:30,7:0-23:30,7:0-23:30,7:0-23:30,7:0-22:30,1.5,TN,5765 Old Hickory Boulevard,1,36.1728116395,-86.6023756881,NA,True,True,True,True,kO8jbRIJxYHIXJaqNhDXzQ,37076,14
Mount Juliet,Taco Bell,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-0:0,7:0-23:0,2.5,TN,10989 Lebanon Road,1,36.23098,-86.51021,'no',True,True,True,False,AgCZbM9TLzatWzNjJCXCHQ,37122,15
Newark,Royal Farms,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,3.5,DE,457 Stanton Christiana Rd,1,39.6937312269,-75.6540220231,NA,NA,NA,NA,NA,xHi_onbMgQqj86HFfDiqsw,19713,9
Tampa,Jersey Mike's Subs,0:0-0:0,10:0-18:0,10:0-21:0,10:0-18:0,10:0-18:0,10:0-21:0,10:0-21:0,4,FL,"14839 North Dale Mabry Hwy, (Corner Of W. Bearss Ave.)",1,28.083356,-82.504071,u'free',NA,True,True,False,nZRng81_NhzMMuvj9hMMFQ,33618,18
Maplewood,Raising Cane's Chicken Fingers,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0,3.5,MO,2707 S Big Bend Blvd,1,38.6122531545,-90.3234167997,'no',True,False,True,True,dLtvYS2OPDtzDp_YEgEB3w,63143,28
Florissant,Steak ’n Shake,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,2,MO,1955 Hwy 67 N,0,38.80086,-90.3155249,'free',True,True,True,True,8ddsrCbKR8LmoYqmcCneMw,63033,22
Nashville,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1.5,TN,4041 Nolensville Rd,1,36.0819291,-86.727434,u'free',True,True,True,True,b4GPlPrcZLZY-TDvr8u3Ug,37211,21
Des Peres,Charleys Cheesesteaks,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-18:0,3.5,MO,178 W County Ctr,1,38.6030589,-90.4469757,NA,NA,True,True,True,eJMd8kKcPOLhhA32Lm7fWw,63131,8
Tucson,Taco Bell,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-2:0,7:0-2:0,7:0-1:0,3,AZ,2150 W. River Rd.,1,32.30542,-111.0121,'free',True,True,True,False,fp_SXpuPXtYySgxsNxG8zg,85741,19
Saint Louis,Jack in the Box,6:0-0:0,6:0-0:0,6:0-0:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-0:0,2.5,MO,10866 Lilac Ave,1,38.7658982746,-90.2019622922,'no',True,True,True,False,7px2-a7oz__Xl6XdGqRv3g,63137,7
Saint Petersburg,Taco Bell,8:0-3:0,8:0-3:0,8:0-3:0,8:0-3:0,8:0-3:0,8:0-3:0,8:0-3:0,2,FL,3401 5th Avenue N,1,27.777497,-82.679459,'no',True,True,True,True,LJ3OPCppT2A4G4oB8vZ9bA,33713,25
Edwardsville,Lion’s Choice,NA,NA,NA,NA,NA,NA,NA,3,IL,2384 Troy Rd,1,38.7844288,-89.950474,NA,True,True,NA,NA,jn7D3DqIe8F4gHNGtZ9UEQ,62025,16
Nashville,KFC,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,2.5,TN,1027 8th Ave. N.,1,36.172177775,-86.7911335221,u'no',True,None,True,True,_kGt3lW_MTGaRVdytRSk_A,37208,12
Newark,Famous Famiglia,NA,NA,NA,NA,NA,NA,NA,3,DE,530 Jfk Memorial Hwy,1,39.6621876,-75.6911386,'free',False,False,True,False,EUTf-d0OVBMyPkg3lObG6w,19702,7
Philadelphia,Taco Bell,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-3:0,10:30-3:0,10:30-1:0,1,PA,3032 North Broad St.,1,39.99957,-75.15348,NA,True,True,True,False,tIrKQRlAft3cytlm4khnKQ,19132,12
Tampa,Taco Bell,8:0-2:0,8:0-2:0,8:0-2:0,8:0-2:0,8:0-3:0,8:0-3:0,8:0-2:0,2.5,FL,5318 East Fowler Ave,1,28.054393,-82.394962,NA,True,True,True,True,S21zm5nS5nyGM8m7nPCNsg,33617,29
Brownsburg,White Castle,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,2.5,IN,960 N Green St,1,39.8561271,-86.3931435,NA,NA,True,True,True,pzmVMNxpLEUQx0Ins5ap5g,46112,9
Glassboro,Little Caesars Pizza,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,2.5,NJ,174 William Dalton Dr,1,39.7185751079,-75.1085207659,NA,NA,None,NA,False,tsk6Bfz7GNk8-Hxq_CGW3w,08028,6
Tucson,Waffle House,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,3.5,AZ,709 W Starr Pass Blvd,1,32.2064414,-110.9810039,'no',NA,True,True,True,sF6sFWizSzsXCquOFA4wTg,85713,59
Overland,Sonic Drive-In,0:0-0:0,8:0-22:0,8:0-22:0,8:0-21:0,9:0-22:0,8:0-22:0,8:0-22:0,2,MO,10414 Page Ave,1,38.6911656384,-90.3893925331,u'no',True,True,True,None,IIukyFVOUm6O9ysjD6uujg,63132,35
St. Petersburg,Ruby Tuesday,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,3,FL,6708 Tyrone Sq,0,27.792719,-82.731538,u'no',NA,True,True,True,Y9g6S0fVcxmm1e-7t138qQ,33710,65
Edmonton,Arby's,NA,NA,NA,NA,NA,NA,NA,3,AB,17720 100th Avenue NW,0,53.5384869,-113.6266589,'no',True,True,NA,True,f8VtHgpi3S6YE3nxyddGlQ,T5S 1S9,5
Indianapolis,Burger King,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-20:0,10:30-23:59,6:0-0:0,1.5,IN,9971 E Washington St,1,39.7743453255,-85.9917135537,NA,NA,True,True,True,xnYxkzOd6-76QiCTrcgXUg,46229,19
Tucson,eegee's,0:0-0:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-18:0,9:30-19:0,9:30-22:0,3.5,AZ,8320 E Broadway Blvd,1,32.2206462089,-110.8142057221,'no',True,True,True,True,YBj8AbolGKBzoHUcHEeAUg,85710,46
Doylestown,Five Guys,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-16:0,11:0-22:0,11:0-22:0,3,PA,4399 W Swamp Rd Cross Keys Plz,1,40.3322793971,-75.1317489738,u'no',NA,True,True,True,I_wP6Zz_LMJXqiqTFo2eig,18901,45
Brentwood,Arby's,NA,NA,NA,NA,NA,NA,NA,2,MO,8720 Manchester Rd,1,38.6124714,-90.3471257,NA,True,True,True,True,_Bb7QR1R2vW1n0Z6n9zmzw,63144,16
King Of Prussia,Wendy's,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-1:0,10:0-1:0,10:0-0:0,1.5,PA,306 South Henderson Road,1,40.0918975004,-75.3601682505,'no',NA,True,True,True,8bspUjozseF9WZRAXLtM3Q,19406,30
St. Louis,White Castle,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,3.5,MO,5615 S Lindbergh Blvd,1,38.5230944,-90.3543621,u'no',NA,True,True,True,UJ7tvlyEHvGpwJuwq7W9LA,63123,14
Boise,Zimm’s Burger Stache,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,10:30-21:0,10:30-21:0,11:0-20:30,3.5,ID,10889 W Fairview Ave,0,43.619159,-116.317793,u'no',True,False,True,True,SYKtwMngn3NqBbQ8-3w9LA,83713,40
Horsham,Burger King,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-20:0,9:0-23:0,6:0-21:0,2,PA,198 Blair Mill Rd,1,40.183063,-75.116797,NA,NA,True,True,True,MzJMKSZZ2obTU0KgqHfN9w,19044,9
Tucson,Panda Express,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,3,AZ,3398 South 6th Avenue,1,32.1853578,-110.968593,'no',True,True,True,True,HJ9qmwxI5-3YeKRoDbbulA,85713,31
Saint Charles,Pio's Restaurant and Cocktail Lounge,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,15:0-22:0,3,MO,403 1st Capitol Dr,1,38.780593,-90.485965,u'no',NA,False,True,True,-xV7aMI1PHEaXPLCA5H2ew,63301,88
West Chester,Dairy Queen,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,3,PA,703 E Gay St,1,39.9654085697,-75.5952005088,u'no',True,True,True,NA,89JvbepD059eYbdkpPUCFw,19380,6
Kirkwood,Blaze Fast-Fire'd Pizza,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,3.5,MO,1050 S Kirkwood Rd,0,38.5647714,-90.4062965,NA,False,False,True,True,yjP-n5RpuxsDZZwxDg-FUg,63122,67
Tampa,Lpcx Cafe,NA,NA,NA,NA,8:0-15:0,8:0-15:0,8:0-15:0,3,FL,6204 N Armenia Ave,1,28.003969,-82.484852,u'free',NA,True,True,True,mPZzpjFxy5lN-3yTMDDbnw,33604,46
Brookhaven,Firehouse Subs,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,4,PA,4824 Edgmont Ave,0,39.8766281,-75.3957253,'free',False,False,True,True,D2srEGeWRaXt0k0UPIo3Mw,19015,10
Edmonton,Wendy's,NA,NA,NA,NA,NA,NA,NA,3,AB,18411 Stony Plain Road,1,53.541085,-113.6423939,NA,NA,NA,NA,NA,3NIK6Q3gk3XkVvBtAdVpXg,T5S 2X6,7
Yardley,Burritos,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,3,PA,15 S Main St,1,40.2420549,-74.8386735,u'free',False,True,True,True,t0XZSpsqFFM5nlHHeMFNmw,19067,78
Collinsville,Jimmy John's,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,2.5,IL,701 N Bluff Rd,1,38.6846593,-90.0110574,u'no',True,True,True,False,snATjayNIQGzc0aYMebMyQ,62234,8
Norristown,McDonald's,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,0:0-0:0,0:0-0:0,4:0-0:0,1,PA,223 W Main St,1,40.1164281663,-75.3480429376,u'free',True,True,NA,True,noRCd744AD5cAT0nuq5Aaw,19401,16
Fishers,Subway,0:0-0:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-19:0,8:0-20:0,10:0-20:0,3,IN,14090 & 92 Trade Center Dr,1,39.9927007817,-86.0059856073,u'free',NA,True,True,True,VxgsJiCUjT4tVUjhjBrIxQ,46038,8
Lutz,Jersey Mike's Subs,0:0-0:0,10:0-18:0,10:0-21:0,10:0-18:0,10:0-18:0,10:0-21:0,10:0-21:0,3,FL,17471 N Dale Mabry Hwy,1,28.1282569098,-82.5017521005,NA,NA,True,True,False,Yghq2glE8BSv7AtxfdZx1Q,33548,9
Edmonton,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1.5,AB,3841 34th Street NW,1,53.474261,-113.393216,'free',True,True,True,True,3Annr4f7u9KX2bavh2Y47g,T6T 1K9,8
Santa Barbara,Jack in the Box,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,1.5,CA,3747 State St,1,34.440179,-119.7441717982,'no',True,True,True,True,fHUAs1ec568wu-a_mRq7Rw,93105,49
Nashville,Chick-fil-A,0:0-0:0,6:30-21:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-20:0,NA,2,TN,5805 Nolensville Pike,1,36.0444894,-86.7137024,u'free',True,True,True,True,FJ3OEwJqi9AA_ZiCNnf_3g,37211,54
Tucson,Carl's Jr,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,2,AZ,1070 E Ajo Way,1,32.1774235,-110.9554593,'no',True,True,True,True,ylOEXPM_BRubwzzFeP_-OA,85713,12
Clearwater,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,3,FL,1500 S Belcher Rd,1,27.9417703716,-82.7463810845,u'free',True,True,True,True,LdiNRhW7nBqHub1d3Q4cOw,33764,22
Tucson,Subway,0:0-0:0,8:0-22:0,8:0-22:0,8:0-22:0,9:0-17:0,10:0-20:0,10:0-20:0,3.5,AZ,"3225 N Swan Rd, Ste 101",1,32.2656647524,-110.8938489129,NA,False,True,True,False,gZHxtWdEB5sWE7bXTWNQTw,85712,12
Fishers,Wendy's,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,2,IN,12702 Parkside Drive,1,39.9725847,-86.0028087,NA,NA,True,True,False,DIrgJzwHt_Dio8djuP3dPA,46038,18
Saint Louis,McDonald's,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,4:0-0:0,4:0-0:0,5:0-0:0,1.5,MO,9131 W Florissant Ave,1,38.7355475,-90.2784752,u'free',True,True,True,NA,7dfl5-n6r_8EJVh811q9hQ,63136,9
Saint Louis,Pizza Hut,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,2,MO,4634 Hampton Ave,1,38.5882976136,-90.2934165997,'no',NA,True,True,False,ssg1fbwkHKTxn4aPl6LJMQ,63109,21
Edmonton,Fat Franks,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:30,10:30-21:30,10:30-21:30,11:0-18:30,2.5,AB,8882 170 Street NW,0,53.5237680197,-113.6165419221,u'no',NA,False,NA,True,Xx2mcb4mxgd-mmtGwQp1gw,T5T 5X1,6
Philadelphia,Popeye's - Roosevelt Mall,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,1.5,PA,2311 Cottman Ave,1,40.0479212867,-75.0584603411,NA,NA,False,True,False,FibcT_HHPxko0J3TtMsemw,19149,15
Tucson,Betito's,6:0-0:0,6:0-0:0,6:0-0:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-0:0,3.5,AZ,6671 N Thornydale Rd,0,32.3281039109,-111.0468092,NA,True,True,True,False,AGIKrqh1uMzY-IVsMo7bWQ,85741,10
Nashville,White Castle,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-4:0,6:0-1:0,2,TN,2201 Dickerson Pike,0,36.2062526,-86.7679953,'no',NA,None,True,True,L4POqDySd7lSnLPd8mmpiw,37207,26
Nashville,Taco Bell,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-23:30,10:0-23:30,10:0-22:30,3,TN,3121 Dickerson Pike,1,36.23143,-86.75878,NA,True,True,True,True,dZFlKW6M5YIhPHrLhsdCTA,37207,15
Philadelphia,Pei Wei,NA,NA,NA,NA,NA,NA,NA,1.5,PA,1101 Market St,1,39.952141,-75.158537,NA,NA,NA,NA,NA,26iUm28PTWJd9qqDe5YvKw,19107,10
Arnold,Lion's Choice,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-23:0,10:0-23:0,10:0-22:30,4,MO,943 Jeffco Blvd,1,38.4463882,-90.3732759,'free',True,True,True,True,MQj1dn5ZItp46VVS9xlVxw,63010,9
Philadelphia,Checkers,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-4:0,10:0-4:0,10:0-2:0,4,PA,4322 Market ST,0,39.957759,-75.2090475,NA,NA,None,True,False,5aKoh1_j9X27L1P9X9dzgA,19104,11
Indianapolis,Penn Station,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,11:30-20:0,3,IN,1004 N Shadeland Ave,1,39.782152,-86.0464874,u'no',NA,True,True,True,9ueLaoXh6CNq6zf0dIRtHw,46219,23
Nashville,Hardee's,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,6:0-20:0,1,TN,2536 Murfreesboro Pike,1,36.0776587027,-86.6413808208,NA,True,True,True,NA,Nm-dWNSSUtn4kLOijYhT1w,37217,5
Tampa,Nojaks Tasty Foods,NA,NA,NA,11:0-21:0,11:0-0:0,12:0-0:0,NA,5,FL,305 E Polk St Tampa,1,27.9506771,-82.458829,NA,NA,NA,NA,NA,aoi5wmCh-imzdq3nVRIe5g,33606,5
Bristol,Wawa,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2.5,PA,3260 New Rodgers Rd,1,40.1006661,-74.8518311,u'free',NA,True,True,False,tEWZp2wIkNmOblKgZr32lA,19007,8
Plainfield,Noodles & Company,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-21:0,12:0-21:0,11:0-21:0,3,IN,190 S Perry Rd,1,39.7159156,-86.3572821,'no',NA,True,True,True,9WGrXMnoOJD8VPpKUr3Q7w,46168,56
Tucson,Sonic Drive-In,0:0-0:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,2.5,AZ,3800 N First Ave,1,32.2759743,-110.9606172675,'no',True,True,True,False,TDQvRDtiQs33U3TclSWPyw,85719,24
Edmonton,Dairy Queen Grill & Chill,11:15-21:30,11:15-21:30,11:15-21:30,11:45-22:0,12:0-21:0,11:15-22:0,11:15-21:30,3,AB,"6655-178th Street N.W., Unit 626",1,53.5026948612,-113.6288800836,NA,True,True,NA,True,TcphB_hGHIRQe4McbbUoPw,T5T 4J5,7
Ashland City,Burger King,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-20:0,10:0-20:0,6:0-22:0,1,TN,132 Monroe Pl,1,36.2498474024,-87.0334777022,NA,True,False,NA,NA,LuhrYmlg-L9rYlju_kOGxg,37015,9
Tucson,McDonald's,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,5:0-0:0,5:0-23:0,2,AZ,292 W Mcgee,1,32.352251,-110.973893,u'free',True,True,True,True,ZtZNEwpzAh0uKUKA1Gg-yw,85704,52
Doylestown,Wendy's,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-2:0,10:0-1:0,2,PA,400 N. Main Street,1,40.3194216,-75.131119,u'no',NA,True,True,True,kOyh1SCoeeT-5bc-Ds0tXw,18901,27
Saint Petersburg,Kings Fried Chicken,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,3.5,FL,2216 34th St S,1,27.7477252,-82.6790039,u'free',False,True,True,True,OwKBaA0rb5LlQ8jOfdPbMA,33711,58
Tucson,Jack in the Box,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2,AZ,4949 N Oracle Rd,1,32.2968471762,-110.9788669646,NA,True,True,True,True,OyUO5U6YDfG66rt7Lv3QhA,85704,16
Bensalem,Dairy Queen,14:0-20:30,14:0-20:30,14:0-20:30,14:0-20:30,14:0-20:30,14:0-20:30,14:0-20:30,2,PA,3569 Hulmeville Rd,1,40.1044358138,-74.9389273,'free',True,True,True,True,8AjadowW4RO2t3hKEPppiA,19020,10
Saint Louis,Capitalist Pig,NA,NA,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,4,MO,2727 S 12th St,0,38.600601,-90.213675,u'free',NA,True,True,True,bWvu2hu2oyt5r7DkJFkFRA,63118,96
Tampa,Chipotle Mexican Grill,0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,2.5,FL,533 S Howard Ave,1,27.9396844943,-82.4833868644,u'no',NA,True,True,True,04WpqoyyuqX5IrgI-gAAeA,33606,138
Sparks,Ernie's All American Burger Drive Thru,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-19:0,4,NV,2995 Vista Blvd,0,39.5579521,-119.7062549,u'no',NA,False,True,True,j-nQUX-PjCnRSxK8HZMjKg,89434,112
Marlton,Free World Bagels,0:0-0:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,2.5,NJ,320 Evesboro Medford Rd,0,39.901429533,-74.8833704686,u'free',NA,False,True,False,Nj6gUttyZo2a-Tj1RhDQfQ,08053,46
Phoenixville,Wendy's,0:0-0:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,11:0-19:0,1.5,PA,1075 Township Line Road,1,40.1303555,-75.5463888,NA,NA,True,True,True,JVyyDKeLQZCJpFHhWoRJfA,19460,15
Isla Vista,Vons Chicken,0:0-0:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-20:45,4,CA,"955 Embarcadero Del Mar, Unit F",1,34.4120096,-119.8575399,u'free',NA,True,True,NA,x1YPj22nR3b0S_fDVWTGZw,93117,64
Valrico,Burger King,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,0:0-0:0,0:0-0:0,6:0-0:0,2,FL,2117 State Rd 60 E,1,27.9371622,-82.2509533,u'free',NA,True,True,True,LiouQHSl8e5-k-8_XW0KGA,33594,19
